predicted,ground_truth
"SubString{String}[""a service-based protocol stack"", ""a protocol module"", ""same protocol module"", ""a service-based protocol framework"", ""event-based protocol stack"", ""a protocol stack"", ""protocol module"", ""service-based protocol framework"", ""service-based protocol frameworks"", ""protocol modules"", ""event-based protocol"", ""protocol stack"", ""a protocol"", ""same protocol"", ""protocol composition"", ""protocol framework"", ""protocol frameworks"", ""dynamic protocol"", ""protocol"", ""a service interface"", ""same service interface"", ""a service"", ""a module"", ""service interface"", ""group communication stack"", ""same service"", ""a group communication"", ""module composition"", ""a network message"", ""a stack"", ""service-based event-based"", ""same event"", ""service"", ""module"", ""a distributed"", ""same stack"", ""event-based framework"", ""a service-based"", ""a request"", ""a message"", ""a group"", ""group communication"", ""a reply"", ""service-based framework"", ""modules"", ""same implementation"", ""event-based"", ""event"", ""stack"", ""a"", ""communication"", ""distributed"", ""events"", ""service-based"", ""same"", ""figure"", ""request"", ""message"", ""group"", ""composition"", ""framework"", ""network"", ""replies"", ""frameworks"", ""reply"", ""order"", ""dynamic"", ""implementation""]","[""protocol framework"", ""distributed algorithm"", ""distributed system"", ""service interface"", ""network"", ""communication"", ""stack"", ""module"", ""request"", ""reply"", ""dynamic protocol replacement"", ""event-based framework"", ""modularity""]"
"SubString{String}[""a multiattribute procurement auction"", ""a multiattribute auction"", ""multiattribute procurement auction"", ""additive value function representation"", ""a preference order"", ""a value function"", ""multiattribute auction"", ""buyer\""s preference structure"", ""set ="", ""additive value function"", ""such a structure"", ""a preference"", ""buyer\""s utility function"", ""attributes a ∈"", ""buyer\""s value function"", ""a price"", ""additive preference"", ""conditional preference order"", ""a configuration θ"", ""= πt"", ""a set"", ""preference structure"", ""other auction"", ""auction mechanisms"", ""g ="", ""= g"", ""θ ="", ""i ="", ""additive price"", ""a multiattribute"", ""configuration θ ∈"", ""price structure"", ""a value"", ""multiattribute utility"", ""multiattribute value"", ""a function"", ""preference representation"", ""conditional utility functions"", ""such a"", ""let sellers"", ""utility function"", ""preference order"", ""full set"", ""value function"", ""buyer set"", ""multiattribute preferences"", ""auction"", ""a configuration"", ""a full"", ""a profit"", ""a seller"", ""i sellers"", ""value configuration"", ""a round"", ""conditional set"", ""attribute a"", ""="", ""a representation"", ""utility functions"", ""a procurement"", ""a condition"", ""value functions"", ""multiattribute procurement"", ""a conditional"", ""utility representation"", ""preference"", ""additive buyer"", ""− g"", ""θ ∈"", ""additive representation"", ""attributes such"", ""buyer\""s preferences"", ""price"", ""attribute configuration"", ""buyer profit"", ""configuration θ"", ""πt i"", ""profit functions"", ""set"", ""+ πt"", ""full bids"", ""seller i"", ""sellers"", ""θ θ"", ""attribute b"", ""a"", ""multiattribute"", ""utility"", ""value"", ""other mechanisms"", ""procurement mechanisms"", ""function"", ""−"", ""optimal configurations"", ""additive"", ""c1 b1"", ""b1 c1"", ""∈"", ""phase"", ""such"", ""structure"", ""let"", ""preferences"", ""configuration"", ""full"", ""πt"", ""profit"", ""seller"", ""buyer"", ""round"", ""g"", ""attribute"", ""functions"", ""lemma"", ""θ"", ""buyer\""s"", ""i"", ""a."", ""b"", ""section"", ""attributes"", ""representation"", ""+"", ""definition"", ""other"", ""bids"", ""mechanisms"", ""procurement"", ""sub-configurations"", ""c."", ""condition"", ""configurations"", ""b1"", ""conditional"", ""time"", ""optimal"", ""c1"", ""prices"", ""order""]","[""auction"", ""preference handling"", ""mvf"", ""multiattribute auction"", ""theory of measurable value function"", ""measurable value function theory"", ""iterative auction mechanism"", ""gaus"", ""gai based auction""]"
"SubString{String}[""advanced search engine users"", ""web search engine query"", ""search engine users"", ""more advanced search engine"", ""advanced search features"", ""advanced search syntax"", ""advanced search engine"", ""more relevant search results"", ""advanced search"", ""information search"", ""search result page"", ""search behavior such"", ""use advanced query syntax"", ""more advanced users"", ""search features"", ""advanced users use"", ""search result"", ""search more"", ""more search"", ""search engine"", ""search behavior"", ""search interaction"", ""search trail"", ""other search"", ""search results"", ""search expertise"", ""advanced query syntax"", ""advanced users"", ""more advanced features such"", ""search"", ""advanced query"", ""query operators such"", ""use query operators"", ""users more"", ""other users"", ""use advanced operators"", ""relevant information more"", ""more relevant information"", ""advanced user"", ""use advanced syntax"", ""query operators"", ""user behavior analysis"", ""user information"", ""query syntax"", ""query behavior"", ""user queries"", ""other query"", ""users"", ""advanced features"", ""advanced operators"", ""advanced syntax"", ""advanced searchers"", ""more information"", ""use advanced"", ""relevant information"", ""information relevant"", ""queries more"", ""more queries"", ""result-click features such"", ""query"", ""information other"", ""user behavior"", ""advanced"", ""more relevant"", ""information"", ""result page"", ""factor analysis"", ""average relevance"", ""queries"", ""result-click features"", ""more post-query"", ""user"", ""average number"", ""research such"", ""interaction behavior"", ""use interaction"", ""result-click behavior"", ""results page"", ""other interaction"", ""post-query interaction"", ""trail less"", ""less time"", ""less expertise"", ""different expertise"", ""different pages"", ""analysis"", ""features"", ""result"", ""operators"", ""relevance"", ""more"", ""relevant"", ""such"", ""syntax"", ""="", ""number"", ""table"", ""searchers"", ""behavior"", ""differences"", ""page"", ""average"", ""interaction"", ""use"", ""trail"", ""retrieval"", ""other"", ""results"", ""post-query"", ""time"", ""result-click"", ""section"", ""research"", ""less"", ""factor"", ""expertise"", ""different"", ""pages""]","[""search engine"", ""query"", ""relevant information"", ""advanced syntax"", ""navigation behavior"", ""search behavior"", ""search success"", ""relevance feedback"", ""relevance"", ""searching strategy"", ""tolerable latency"", ""query syntax"", ""advance search feature"", ""expert search""]"
"SubString{String}[""query expansion algorithms"", ""several query expansion"", ""query expansion algorithm"", ""query expansion keywords"", ""query terms"", ""query expansion"", ""query term"", ""query relevant keywords"", ""user query"", ""new relevant query"", ""keyword expansion terms"", ""query keywords"", ""user\""s query"", ""web search"", ""query keyword"", ""expansion terms"", ""search algorithms"", ""several lexical analysis algorithms"", ""search queries"", ""query"", ""· log p +"", ""web information"", ""output expansion set"", ""· log p −"", ""search results"", ""search output"", ""search algorithm"", ""search (i.e.,"", ""keyword search"", ""= log"", ""term co-occurrence"", ""relevant output documents"", ""expansion keywords"", ""search"", ""output term"", ""p ="", ""term first"", ""first term"", ""such information"", ""new term"", ""log queries"", ""· log"", ""terms"", ""such new keywords"", ""different approaches"", ""+ log"", ""expansion"", ""top queries"", ""relevant documents"", ""keyword queries"", ""log query,"", ""web"", ""="", ""relevant results"", ""− log"", ""several different"", ""top log"", ""term"", ""information"", ""documents such"", ""results output"", ""co-occurrence level"", ""such approaches"", ""user"", ""level analysis"", ""output keywords"", ""algorithms"", ""new query,"", ""order"", ""queries"", ""document"", ""log"", ""documents"", ""number"", ""·"", ""different"", ""approaches"", ""co-occurrence"", ""results"", ""section"", ""+"", ""relevant"", ""set"", ""lexical"", ""analysis"", ""query,"", ""several"", ""experiments"", ""output"", ""algorithm"", ""keywords"", ""user\""s"", ""−"", ""level"", ""(i.e.,"", ""top"", ""first"", ""such"", ""keyword"", ""p"", ""•"", ""new""]","[""web retrieval"", ""web query"", ""personal information repository"", ""search output"", ""term and compound level analysis"", ""external thesaurus"", ""extensive empirical analysis"", ""ambiguous query"", ""quality"", ""personalized search framework"", ""expansion process"", ""significant improvement"", ""static expansion approach"", ""query expansion"", ""keyword extraction"", ""short keyword query"", ""additional query keyword"", ""granularity level"", ""global co-occurrence statistics"", ""output ranking"", ""various feature of each query"", ""each query various feature"", ""adaptive algorithm"", ""personalize web search"", ""desktop profile"", ""keyword co-occurrence""]"
"SubString{String}[""event content encryption"", ""event encryption a"", ""attribute encrypted event"", ""event encryption"", ""event broker"", ""encrypted event content"", ""event brokers"", ""publish/subscribe access control systems"", ""event type"", ""publish/subscribe system access control"", ""unauthorised event clients"", ""event content"", ""same encryption key"", ""same event"", ""event attributes"", ""event data"", ""event clients"", ""encrypted event"", ""attribute encryption"", ""encryption key"", ""event"", ""a key group"", ""a broker network"", ""content encryption"", ""encryption mode"", ""control access"", ""access control"", ""attribute content"", ""encryption algorithm"", ""key group"", ""group key"", ""same access"", ""broker network"", ""publish/subscribe network"", ""access a"", ""a broker"", ""unauthorised access"", ""publish/subscribe systems"", ""unauthorised broker"", ""a plaintext content"", ""encryption"", ""publish/subscribe system"", ""attribute"", ""key"", ""unauthorised brokers"", ""access"", ""a type"", ""broker"", ""a number"", ""numberplate events"", ""encrypted events"", ""publish/subscribe"", ""plaintext content"", ""a network"", ""a group"", ""subscriber group"", ""plaintext mode"", ""a mode"", ""group communication"", ""same test"", ""encrypted content"", ""a time"", ""brokers"", ""a subscriber"", ""a communication"", ""events"", ""a block"", ""a publisher"", ""encrypted data"", ""data encrypted"", ""control"", ""a publication"", ""type"", ""number"", ""content"", ""order"", ""network"", ""security"", ""group"", ""same"", ""mode"", ""attributes"", ""performance"", ""data"", ""time"", ""systems"", ""plaintext"", ""a"", ""subscriber"", ""system"", ""test"", ""communication"", ""unauthorised"", ""algorithm"", ""block"", ""publisher"", ""work"", ""al."", ""publication"", ""clients"", ""numberplate"", ""encrypted""]","[""attribute encryption"", ""overall communication overhead"", ""performance"", ""encryption"", ""congestion charge service"", ""secure publish/subscribe system"", ""distributed access control"", ""multiple administrative domain"", ""multi-domain"", ""distributed systems-distributed application"", ""distribute access control"", ""administrative domain""]"
"SubString{String}[""possible procurement set s ∈"", ""a procurement set s ∈"", ""procurement set s ∈"", ""procurement set s such"", ""a procurement set s"", ""a procurement set sj"", ""value procurement sets"", ""a player i ∈ sj"", ""a procurement class domain"", ""procurement set s"", ""a procurement set"", ""procurement set sj"", ""procurement class domains"", ""a procurement class"", ""player i value"", ""procurement set"", ""players i ∈"", ""value procurement"", ""procurement sets"", ""player i ∈"", ""single value players"", ""procurement class"", ""such a mechanism"", ""player i such"", ""possible procurement"", ""a player i"", ""i ="", ""= i"", ""a general mechanism"", ""i ∈ s"", ""i ∈ sj"", ""a single value"", ""players i"", ""a mechanism"", ""a class domain"", ""= s"", ""player i"", ""domain mechanism"", ""sj ="", ""external mechanism"", ""i ∈"", ""possible sets"", ""procurement"", ""a set"", ""a value"", ""single value"", ""value buyer"", ""a single buyer"", ""class domains"", ""problem domains"", ""possible such"", ""a class"", ""a problem"", ""a player"", ""mechanism"", ""a possible"", ""problem domain"", ""a welfare"", ""="", ""a function"", ""domains such"", ""∈ s"", ""s ∈"", ""a mechanisms"", ""∈ sj"", ""domain mechanisms"", ""external competition"", ""problems such"", ""set"", ""general domains"", ""a budget"", ""i"", ""a trade"", ""value"", ""a single"", ""a buyer"", ""players"", ""a general"", ""a double-sided"", ""trade sj"", ""general supply"", ""single buyer"", ""sets"", ""class"", ""problem"", ""player"", ""possible"", ""welfare"", ""function"", ""competition"", ""∈"", ""mechanisms"", ""allocation"", ""domains"", ""such"", ""s"", ""a"", ""definition"", ""supply"", ""buyers"", ""budget"", ""trade"", ""problems"", ""domain"", ""single"", ""sj"", ""buyer"", ""general"", ""double-sided"", ""external""]","[""trade reduction"", ""budget balance"", ""internal competition"", ""external competition"", ""efficiency"", ""gtr"", ""optimality"", ""inequality in welfare"", ""spatially distributed market"", ""power of player"", ""player power"", ""generalized trade reduction"", ""multi-minded player"", ""budget-balanced mechanism"", ""homogeneous good""]"
"SubString{String}[""advertising agent"", ""advertising agents"", ""advertising time"", ""advertising cycle"", ""single auction results"", ""bidding agent"", ""users present"", ""n users"", ""advertising"", ""bid auction"", ""auction allocation"", ""bidding agents"", ""users"", ""= n t"", ""case bidding"", ""auction"", ""bidding strategy"", ""agent"", ""devices such"", ""such systems"", ""n ="", ""advert exposure"", ""advert present"", ""single advert"", ""number"", ""bidding"", ""auctions results"", ""bid auctions"", ""t t"", ""time t"", ""present results"", ""however, n"", ""single user"", ""n n"", ""thus,"", ""agents"", ""="", ""such"", ""advert"", ""figure"", ""bids"", ""order"", ""utility"", ""probability"", ""case"", ""devices"", ""budget"", ""system"", ""strategy"", ""auctions"", ""results"", ""bid"", ""t"", ""systems"", ""public"", ""time"", ""cycle"", ""allocation"", ""exposure"", ""present"", ""single"", ""n"", ""user"", ""bluetooth""]","[""advanced bidding agent"", ""bluscreen"", ""experimental public advertisement system"", ""bluetooth"", ""probabilistic model"", ""centralised optimal allocation"", ""distributed artificial intelligence"", ""decision theoretic approach"", ""stochastic optimisation algorithm"", ""auction"", ""public display"", ""decentralised multi-agent auction mechanism"", ""independent poisson process"", ""bid agent""]"
"SubString{String}[""u + i u + i u + i +"", ""u + i u + i +"", ""− u − i +"", ""x − x ="", ""u + i −"", ""u + i +"", ""= −"", ""+ i −"", ""case i ="", ""set u ="", ""+ w −"", ""i ="", ""v ="", ""payoff graphical game"", ""let ti ="", ""let s ="", ""w ="", ""u ="", ""x ="", ""= x"", ""− x ≤"", ""n ="", ""strategy v ∈"", ""+ x ∈"", ""i < i"", ""t ="", ""ti ="", ""a strategy v"", ""payoff games"", ""equilibrium s such"", ""− x"", ""="", ""< i ≤"", ""a strategy w"", ""n −"", ""− ≤"", ""a graphical game"", ""such a strategy"", ""player i"", ""total payoff"", ""a payoff"", ""strategy v"", ""x < x"", ""v ∈"", ""w +"", ""u +"", ""x +"", ""+ x"", ""a strategy s"", ""i ≤"", ""strategy w"", ""graphical games"", ""w ∈"", ""+ ≤"", ""equilibrium t"", ""strategy u"", ""equilibrium s"", ""u ∈"", ""x ∈"", ""graphical game"", ""i <"", ""< i"", ""−"", ""payoffs such"", ""payoff"", ""v value"", ""v <"", ""w ≤"", ""a strategy"", ""total payoffs"", ""a player"", ""a graphical"", ""such game"", ""equilibrium"", ""equilibria s"", ""u <"", ""x <"", ""best such"", ""a game"", ""i"", ""such a"", ""+"", ""time polynomial"", ""polynomial time"", ""a polynomial"", ""a set"", ""s such"", ""v"", ""a social"", ""a value"", ""strategy"", ""∈"", ""player"", ""a problem"", ""graphical"", ""payoffs"", ""equilibria"", ""algorithm"", ""games"", ""w"", ""u"", ""x"", ""game"", ""such"", ""n"", ""≤"", ""polynomial"", ""players"", ""set"", ""theorem"", ""section"", ""social"", ""best"", ""total"", ""proof"", ""time"", ""strategies"", ""value"", ""a"", ""let"", ""<"", ""g"", ""problem"", ""note"", ""t"", ""algebraic"", ""case"", ""s"", ""algorithms""]","[""graphical game"", ""nash equilibrium"", ""approximation scheme"", ""approximation"", ""overall payoff"", ""distributing profit"", ""social welfare"", ""strategy profile"", ""exponential-time algorithm"", ""various sociallydesirable property"", ""integer-payoff graphical game g"", ""several drawback"", ""degree-bounded graph""]"
"SubString{String}[""adversarial environment model"", ""such adversarial"", ""same agent"", ""adversarial environment"", ""knowledge agent"", ""utility evaluation value"", ""adversarial search"", ""same utility value"", ""opponent model"", ""set action"", ""action α"", ""value action"", ""agent"", ""action evaluation"", ""α ∈"", ""beneficial action"", ""utility α"", ""utility value"", ""utility evaluation"", ""adversarial"", ""α such"", ""such α"", ""utility function"", ""evaluation value"", ""α actions"", ""evaluation function"", ""first player"", ""heuristic value"", ""heuristic evaluation"", ""same α"", ""beneficial value"", ""heuristic function"", ""move α"", ""= α"", ""beneficial actions"", ""action"", ""first axiom"", ""w) ="", ""move axiom"", ""model"", ""adversary profile"", ""game"", ""profile knowledge"", ""following axioms"", ""agents"", ""∈"", ""utility"", ""opponent"", ""player"", ""such"", ""group"", ""games"", ""set"", ""environment"", ""goal"", ""α"", ""value"", ""search"", ""evaluation"", ""black"", ""alliance"", ""actions"", ""however,"", ""function"", ""w)"", ""axiom"", ""heuristic"", ""time"", ""same"", ""beneficial"", ""adversary"", ""profile"", ""knowledge"", ""following"", ""first"", ""move"", ""axioms"", ""=""]","[""adversarial interaction"", ""adversarial environment"", ""behavioral axiom"", ""evaluation function"", ""beneficial action"", ""empirical study"", ""axiomatized model"", ""treatment group"", ""eval value"", ""interaction"", ""agent"", ""modal logic"", ""multiagent environment"", ""bilateral and multilateral instantiation"", ""connect-four game"", ""zero-sum encounter"", ""multiagent system""]"
"SubString{String}[""indexing method user entities object entities node indexing"", ""two-table edge indexing method"", ""a new spatial indexing method"", ""different edge indexing"", ""two-table edge indexing"", ""edge indexing method"", ""cell node structures"", ""a spatial object"", ""new edge structures"", ""time node indexing"", ""update edge"", ""edge indexing"", ""grid cell space"", ""object entities"", ""different cell evaluation"", ""object update"", ""different edge"", ""a user entity"", ""edge structures"", ""other spatial indexing"", ""two-table edge"", ""object entity"", ""edge index"", ""a virtual entity"", ""grid cell"", ""edge set"", ""edge structure"", ""user entities"", ""a new user"", ""node indexing"", ""indexing a point"", ""a node structure"", ""different user side"", ""a cell"", ""a user point"", ""virtual entities"", ""new cell"", ""a virtual space"", ""cell evaluation"", ""spatial indexing"", ""indexing spatial"", ""entity update"", ""visible range ="", ""update ="", ""edge"", ""user entity"", ""spatial index structure"", ""a node"", ""different indexing"", ""node structures"", ""point entities"", ""visible objects"", ""indexing structures"", ""a new view"", ""new indexing"", ""a user"", ""location update"", ""indexing method"", ""a spatial"", ""object"", ""node structure"", ""a token"", ""a virtual"", ""different grid"", ""cell"", ""new spatial"", ""a grid"", ""user point"", ""a time"", ""new virtual"", ""virtual space"", ""dynamic virtual"", ""different visibility"", ""a number"", ""grid cells"", ""evaluation time"", ""point entity"", ""entities"", ""such a"", ""such performance"", ""other entity"", ""a method"", ""query evaluation"", ""visible range"", ""node"", ""update"", ""a point"", ""objects"", ""a server"", ""a set"", ""indexing"", ""index structures"", ""two-table method"", ""new view"", ""user"", ""figure"", ""point location"", ""spatial"", ""index structure"", ""token"", ""virtual"", ""+"", ""entity"", ""grid"", ""time"", ""="", ""different"", ""system"", ""number"", ""a"", ""visibility"", ""performance"", ""query"", ""section"", ""structures"", ""however,"", ""such"", ""visible"", ""new"", ""range"", ""evaluation"", ""space"", ""two-table"", ""cells"", ""method"", ""location"", ""dynamic"", ""side"", ""index"", ""point"", ""table"", ""users"", ""·"", ""view"", ""server"", ""set"", ""thus,"", ""other"", ""structure""]","[""edge indexing"", ""mutable virtual content"", ""spatial database"", ""spatial indexing method"", ""object popping"", ""spatial index"", ""dynamic virtual environment"", ""game-based application"", ""real-time visibility test"", ""object-initiated view model"", ""3d spatial extension"", ""3d object stream"", ""object pop problem"", ""visibility model""]"
"SubString{String}[""institutional transition type"", ""institutional state type"", ""state type terminological axioms"", ""transition type inclusion axioms"", ""a transition type inclusion"", ""a state type inclusion"", ""institutional state types"", ""a state description γ"", ""a concrete institution specification"", ""transition type axioms"", ""a transition type"", ""abstract transition type"", ""brute transition type"", ""transition type inclusion"", ""a state type"", ""state type inclusion"", ""institutional state"", ""a transition system"", ""institutional type"", ""a concrete institution"", ""a formal specification"", ""transition types a"", ""concrete system specification"", ""state a set"", ""transition types inclusion"", ""transition type"", ""state type"", ""institutional description"", ""institutional specification"", ""a concrete system"", ""institutional norms"", ""institutional states"", ""transition system"", ""concrete transition"", ""such formal"", ""concrete institution"", ""institutions such"", ""agent j."", ""concrete institutions"", ""institution specification"", ""such a design"", ""formal specification"", ""transition types"", ""a transition"", ""following terminological axioms"", ""role such"", ""type γ"", ""following concrete inclusion"", ""state types"", ""a state"", ""agent i"", ""a formal"", ""description logic"", ""concrete system"", ""= γ"", ""abstract type"", ""definition states"", ""concrete agents"", ""concrete norms"", ""institutional"", ""a role"", ""γ γ"", ""system states"", ""role s"", ""role r)"", ""such a"", ""a system"", ""following definition"", ""abstract system"", ""concrete structural"", ""a concrete"", ""terminological specification"", ""terminological axioms"", ""specification states"", ""system design"", ""a description"", ""a specification"", ""transition"", ""abstract norms"", ""state"", ""a terminological"", ""a set"", ""formula states"", ""institution"", ""a ∈"", ""formal"", ""a structural"", ""s ∈"", ""agent"", ""institutions"", ""a brute"", ""type"", ""a design"", ""structural links"", ""organizational"", ""following inclusion"", ""role"", ""logic"", ""definition"", ""="", ""such"", ""system"", ""concrete"", ""example"", ""γ"", ""description"", ""agents"", ""specification"", ""axioms"", ""norms"", ""i"", ""j,"", ""terminological"", ""states"", ""set"", ""∈"", ""types"", ""roles"", ""structural"", ""a"", ""abstract"", ""formula"", ""s"", ""brute"", ""inclusion"", ""j)"", ""following"", ""r)"", ""design"", ""links""]","[""property"", ""description logic"", ""dynamic logic"", ""role"", ""infrastructure"", ""institution"", ""norm"", ""logic"", ""organizational structure"", ""formal method"", ""institutional norm"", ""abstract constraint"", ""formalism for representing organizational structure"", ""entity"", ""terminological axiom""]"
"SubString{String}[""≥ k∗ m = (n − m −"", ""= m − (n − m −"", ""= (n − m −"", ""case n = m +"", ""m = n −"", ""n = m +"", ""i + (n − i −"", ""worst-case optimal redistribution mechanism"", ""≤ n − m −"", ""i = m +"", ""j = m +"", ""− (n − m −"", ""other n − k −"", ""+ (n − m −"", ""− (n − i −"", ""+ (n − i −"", ""case n ≥ m +"", ""= n −"", ""= m n"", ""≤ (n − m −"", ""n − m −"", ""= m −"", ""n ≥ m +"", ""n = (n"", ""k∗ n ="", ""n − j agents"", ""worst-case optimal redistribution percentage"", ""= (n −"", ""case n ="", ""worst-case optimal mechanism"", ""= k∗ m"", ""(n − m −"", ""i ≤ m +"", ""redistribution mechanism"", ""n ="", ""= n"", ""k = k∗"", ""= k∗ m."", ""= −"", ""n − m"", ""n ≤ n"", ""i ≤ k +"", ""m ="", ""= m"", ""i ="", ""= i"", ""≤ n −"", ""worst-case redistribution percentage"", ""total redistribution payment"", ""other n −"", ""n − j"", ""j ="", ""optimal mechanism"", ""linear redistribution mechanisms"", ""k ="", ""= m."", ""k∗ ="", ""= k∗"", ""+ (n −"", ""i ≤ m"", ""ci ="", ""redistribution payment"", ""first mechanism"", ""j ≤ m"", ""≤ i ≤"", ""i ≤ j"", ""n −"", ""worst-case optimal linear"", ""redistribution mechanisms"", ""n +"", ""n ≥"", ""i ≤ m."", ""="", ""m n"", ""k∗ m ≤"", ""n agents"", ""agents n"", ""redistribution percentage"", ""j ≤ m."", ""mechanism"", ""first j agents"", ""≤ n"", ""m +"", ""redistribution payments"", ""i +"", ""i ≥"", ""agents bid"", ""≤ m"", ""worst-case optimal"", ""optimal worst-case"", ""j ≥"", ""other agents"", ""− k"", ""− (n"", ""(n −"", ""other bid"", ""bid other"", ""k +"", ""i ≤"", ""worst-case percentage"", ""other mechanisms"", ""− k∗"", ""≥ k∗"", ""k∗ ≥"", ""j ≤"", ""redistribution"", ""ci ≥"", ""(n j"", ""first i"", ""agent i"", ""n"", ""following linear"", ""payment"", ""−"", ""above linear"", ""+"", ""≥"", ""m"", ""agents"", ""bid"", ""worst-case"", ""following claim"", ""i"", ""mechanisms"", ""optimal"", ""worst case"", ""≤"", ""other"", ""percentage"", ""j"", ""k"", ""m."", ""linear"", ""total"", ""following"", ""k∗"", ""above"", ""j."", ""worst"", ""payments"", ""auctions."", ""first"", ""agent"", ""allocation"", ""number"", ""claim"", ""case"", ""auction"", ""equal"", ""ci""]","[""mechanism design"", ""redistribution payment"", ""mechanism"", ""transformation to linear programming"", ""analytical characterization"", ""vickrey-clarke-grove"", ""efficient mechanism"", ""strategy-proofness"", ""individually rational mechanism"", ""linear vcg redistribution mechanism"", ""worst-case optimal mechanism"", ""vickrey-clarke-grove mechanism"", ""payment redistribution""]"
"SubString{String}[""a such a protocol"", ""linear logic formulas"", ""temporal linear logic"", ""a credit payment"", ""agent interaction"", ""other agents"", ""interaction protocols such"", ""a commitment"", ""commitment cricket"", ""protocol commitments"", ""a time"", ""linear logic"", ""a logic"", ""a linear"", ""a credit"", ""a cricket"", ""such logic"", ""agents"", ""such a"", ""temporal logic"", ""temporal linear"", ""time order"", ""agent"", ""a protocol"", ""n1 time"", ""credit payment"", ""a payment"", ""interaction protocols"", ""such pre-commitments"", ""commitments"", ""a proof"", ""protocols actions"", ""n1 credit"", ""⊗ cricket"", ""n1 cricket"", ""protocol commitments."", ""a proposal"", ""a request"", ""commitment"", ""protocol actions"", ""n1 such"", ""protocol specification"", ""time"", ""interactive actions"", ""logic"", ""linear"", ""credit"", ""a"", ""cricket"", ""formulas"", ""protocols"", ""such"", ""pre-commitments"", ""resources"", ""commitments."", ""interaction"", ""protocol"", ""temporal"", ""actions"", ""payment"", ""hence,"", ""other"", ""proof"", ""order"", ""⊗"", ""flexibility"", ""n1"", ""proposal"", ""request"", ""interactive"", ""specification""]","[""linear logic"", ""multiplicative conjunction"", ""classical conjunction"", ""level of predictability"", ""linear implication"", ""conditional commitment"", ""causal relationship"", ""multi-agent environment"", ""interactive behavior"", ""temporal constraint"", ""interaction protocol"", ""predictability level"", ""pre-commitment"", ""emergent protocol"", ""request message"", ""agent communication language and protocol"", ""logic and formal model of agency and multi-agent system""]"
"SubString{String}[""h ∩ h ="", ""h = h"", ""such a structured item graph"", ""v hv ="", ""h ∈ h"", ""packing h∗ ="", ""h ="", ""a vertex v ∈"", ""x ∈ h"", ""edge h ∈"", ""a structured item graph"", ""x ="", ""vertex v ∈"", ""node x ∈"", ""node v ∈"", ""vertex p ∈"", ""a vertex p such"", ""h ∈"", ""a set such"", ""set packing problem"", ""a hypergraph such"", ""a packing h"", ""="", ""structured item graphs"", ""∈ hv"", ""hv ∈"", ""a hypertree decomposition"", ""a structured item"", ""x ∈"", ""v ∈"", ""t ∈"", ""hypergraph such"", ""item graph"", ""a packing hv"", ""p ∈"", ""packing h"", ""such vertex"", ""hypertree decomposition"", ""structured item"", ""item graphs"", ""item tree"", ""h ⊆"", ""h ∩"", ""a hypertree"", ""hypertree width"", ""packing hv"", ""a node t"", ""∈"", ""a tree decomposition"", ""packing problem"", ""a set"", ""v hv"", ""a tractable class"", ""a hypergraph"", ""vertex v"", ""packing h∗"", ""tractable combinatorial"", ""a packing"", ""a graph"", ""item"", ""a combinatorial"", ""node x"", ""node v"", ""hypertree"", ""such"", ""a vertex"", ""tree decomposition"", ""h"", ""set"", ""a node"", ""hypergraph"", ""a tree"", ""vertices p"", ""tree width"", ""packing"", ""graph"", ""combinatorial"", ""hyperedges"", ""hv"", ""vertex"", ""algorithm"", ""nodes"", ""x"", ""v"", ""problem"", ""decomposition"", ""⊆"", ""∩"", ""t"", ""pages"", ""let"", ""node"", ""class"", ""time"", ""h∗"", ""edge"", ""treewidth"", ""tree"", ""tractable"", ""winner"", ""p"", ""vertices"", ""(resp.,"", ""⊇"", ""a"", ""width""]","[""hypergraph"", ""combinatorial auction"", ""hypertree decomposition"", ""simplification of the primal graph"", ""structured item graph"", ""fixed treewidth"", ""polynomial time"", ""well-known mechanism for resource and task allocation"", ""hypertree-based decomposition method"", ""hypergraph hg"", ""complexity of structured item graph"", ""structured item graph complexity"", ""the primal graph simplification"", ""accepted bid price""]"
"SubString{String}[""different context providers"", ""context information"", ""context providers"", ""a context"", ""context provider"", ""context"", ""a negotiation"", ""pervasive negotiation"", ""a ="", ""negotiation"", ""reputation information"", ""a provider"", ""utility function"", ""="", ""a reward"", ""time t"", ""reward ep"", ""utility"", ""information"", ""providers"", ""a"", ""proceeds"", ""time"", ""provider"", ""reputation"", ""−"", ""approach"", ""t"", ""reward"", ""p"", ""other"", ""pervasive"", ""function"", ""offer"", ""ep"", ""c"", ""different"", ""distance""]","[""context provider"", ""negotiation"", ""pervasive computing"", ""reputation"", ""quality of context"", ""context-awareness"", ""context-aware computing"", ""concrete negotiation model"", ""distributed application"", ""context quality"", ""persuasive argument""]"
